recnr,lastname,origin,source
830,Ashton,english,https://www.names.org/lists/by-origin/english/
831,Romel,amharic,https://www.names.org/lists/by-origin/amharic/
832,Khamis,amharic,https://www.names.org/lists/by-origin/amharic/
833,Campbell,english,https://www.names.org/lists/by-origin/english/
834,Adama,igbo,https://www.names.org/lists/by-origin/igbo/
835,Swart,african-american,https://www.names.org/lists/by-origin/african/
836,Zion,english,https://www.names.org/lists/by-origin/english/
837,Bell,english,https://www.names.org/lists/by-origin/english/
838,Madison,english,https://www.names.org/lists/by-origin/english/
839,Hailu,amharic,https://www.names.org/lists/by-origin/amharic/
840,Yuster,swahili ,https://www.names.org/lists/by-origin/swahili/
841,Fenet,african,https://www.names.org/lists/by-origin/african/
842,Kabo,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
843,Obra,swahili ,https://www.names.org/lists/by-origin/swahili/
844,Wessel,african-american,https://www.names.org/lists/by-origin/african/
845,Cyprain,igbo,https://www.names.org/lists/by-origin/igbo/
846,Gift,swahili ,https://www.names.org/lists/by-origin/swahili/
847,Retief,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
848,Amar,arabic,https://www.names.org/lists/by-origin/arabic/
849,Oba,yoruba,https://www.names.org/lists/by-origin/yoruba/
850,Mayen,amharic,https://www.names.org/lists/by-origin/amharic/
851,Manzi,swahili ,https://www.names.org/lists/by-origin/swahili/
852,Maia,english,https://www.names.org/lists/by-origin/english/
853,Machala,african,https://www.names.org/lists/by-origin/african/
854,Kanyo,xhosa,https://www.names.org/lists/by-origin/xhosa/
855,Satti,amharic,https://www.names.org/lists/by-origin/amharic/
856,Viar,arabic,https://www.names.org/lists/by-origin/arabic/
857,Nwachukwu,igbo,https://www.names.org/lists/by-origin/igbo/
858,Tshuma,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
859,Graham,english,https://www.names.org/lists/by-origin/english/
860,Nnadi,igbo,https://www.names.org/lists/by-origin/igbo/
861,Toye,yoruba,https://www.names.org/lists/by-origin/yoruba/
862,Chilaka,igbo,https://www.names.org/lists/by-origin/igbo/
863,Swanepoel,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
864,Leago,african,https://www.names.org/lists/by-origin/african/
865,Bogale,amharic,https://www.names.org/lists/by-origin/amharic/
866,Schambach,xhosa,https://www.names.org/lists/by-origin/xhosa/
867,Alieu,african,https://www.names.org/lists/by-origin/african/
868,Sanders,english,https://www.names.org/lists/by-origin/english/
869,Kim,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
870,Scola,swahili ,https://www.names.org/lists/by-origin/swahili/
871,Kimani,swahili ,https://www.names.org/lists/by-origin/swahili/
872,Kobi,african,https://www.names.org/lists/by-origin/african/
873,Euster,xhosa,https://www.names.org/lists/by-origin/xhosa/
874,Muno,arabic,https://www.names.org/lists/by-origin/arabic/
875,Haddad,arabic,https://www.names.org/lists/by-origin/arabic/
876,Manneh,african,https://www.names.org/lists/by-origin/african/
877,Selman,igbo,https://www.names.org/lists/by-origin/igbo/
878,Kao,african-american,https://www.names.org/lists/by-origin/african/
879,Tilahun,amharic,https://www.names.org/lists/by-origin/amharic/
880,Kamani,swahili ,https://www.names.org/lists/by-origin/swahili/
881,Alao,yoruba,https://www.names.org/lists/by-origin/yoruba/
882,Lindie,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
883,Ibe,igbo,https://www.names.org/lists/by-origin/igbo/
884,Reem,arabic,https://www.names.org/lists/by-origin/arabic/
885,Werner,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
886,Markan,amharic,https://www.names.org/lists/by-origin/amharic/
887,Tarin,arabic,https://www.names.org/lists/by-origin/arabic/
888,Massa,arabic,https://www.names.org/lists/by-origin/arabic/
889,Clark,english,https://www.names.org/lists/by-origin/english/
890,Darlington,xhosa,https://www.names.org/lists/by-origin/xhosa/
891,Lovisa,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
892,Duma,swahili ,https://www.names.org/lists/by-origin/swahili/
893,Owusu,african-american,https://www.names.org/lists/by-origin/african/
894,Shady,arabic,https://www.names.org/lists/by-origin/arabic/
895,Ahadi,swahili ,https://www.names.org/lists/by-origin/swahili/
896,Yeboah,african,https://www.names.org/lists/by-origin/african/
897,Aune,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
898,Konde,swahili ,https://www.names.org/lists/by-origin/swahili/
899,Osho,yoruba,https://www.names.org/lists/by-origin/yoruba/
900,Ditrick,swahili ,https://www.names.org/lists/by-origin/swahili/
901,Jatta,african,https://www.names.org/lists/by-origin/african/
902,Zuri,swahili ,https://www.names.org/lists/by-origin/swahili/
903,Boddie,african-american,https://www.names.org/lists/by-origin/african/
904,Pape,african-american,https://www.names.org/lists/by-origin/african/
905,Carine,swahili ,https://www.names.org/lists/by-origin/swahili/
906,Holly,english,https://www.names.org/lists/by-origin/english/
907,Spencer,english,https://www.names.org/lists/by-origin/english/
908,Asma,arabic,https://www.names.org/lists/by-origin/arabic/
909,Orama,swahili ,https://www.names.org/lists/by-origin/swahili/
910,Nour,arabic,https://www.names.org/lists/by-origin/arabic/
911,Kai,english,https://www.names.org/lists/by-origin/english/
912,Dasso,swahili ,https://www.names.org/lists/by-origin/swahili/
913,Augustine,igbo,https://www.names.org/lists/by-origin/igbo/
914,Simba,swahili ,https://www.names.org/lists/by-origin/swahili/
915,Elion,igbo,https://www.names.org/lists/by-origin/igbo/
916,Vanheerden,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
917,Dixson,african-american,https://www.names.org/lists/by-origin/african/
918,Tristan,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
919,Offor,igbo,https://www.names.org/lists/by-origin/igbo/
920,Johnson,english,https://www.names.org/lists/by-origin/english/
921,Myers,english,https://www.names.org/lists/by-origin/english/
922,Zandri,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
923,Umile,xhosa,https://www.names.org/lists/by-origin/xhosa/
924,Tejan,yoruba,https://www.names.org/lists/by-origin/yoruba/
925,Oshana,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
926,Christal,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
927,Oshodi,yoruba,https://www.names.org/lists/by-origin/yoruba/
928,Rebal,arabic,https://www.names.org/lists/by-origin/arabic/
929,Haley,english,https://www.names.org/lists/by-origin/english/
930,Melon,amharic,https://www.names.org/lists/by-origin/amharic/
931,Sebastian,english,https://www.names.org/lists/by-origin/english/
932,Zende,swahili ,https://www.names.org/lists/by-origin/swahili/
933,Goodness,igbo,https://www.names.org/lists/by-origin/igbo/
934,Placide,swahili ,https://www.names.org/lists/by-origin/swahili/
935,Islam,arabic,https://www.names.org/lists/by-origin/arabic/
936,Teshome,amharic,https://www.names.org/lists/by-origin/amharic/
937,Casey,english,https://www.names.org/lists/by-origin/english/
938,Deng,african-american,https://www.names.org/lists/by-origin/african/
939,Nahom,african,https://www.names.org/lists/by-origin/african/
940,Karim,arabic,https://www.names.org/lists/by-origin/arabic/
941,Abera,amharic,https://www.names.org/lists/by-origin/amharic/
942,Bojang,african,https://www.names.org/lists/by-origin/african/
943,Linam,xhosa,https://www.names.org/lists/by-origin/xhosa/
944,Viljoen,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
945,Adeleye,yoruba,https://www.names.org/lists/by-origin/yoruba/
946,Yonan,amharic,https://www.names.org/lists/by-origin/amharic/
947,Bol,amharic,https://www.names.org/lists/by-origin/amharic/
948,Falis,arabic,https://www.names.org/lists/by-origin/arabic/
949,Gold,african-american,https://www.names.org/lists/by-origin/african/
950,Ajayi,yoruba,https://www.names.org/lists/by-origin/yoruba/
951,Evans,english,https://www.names.org/lists/by-origin/english/
952,Bonnette,swahili ,https://www.names.org/lists/by-origin/swahili/
953,Lozan,amharic,https://www.names.org/lists/by-origin/amharic/
954,Ude,igbo,https://www.names.org/lists/by-origin/igbo/
955,Jabali,swahili ,https://www.names.org/lists/by-origin/swahili/
956,Jude,arabic,https://www.names.org/lists/by-origin/arabic/
957,Karimi,swahili ,https://www.names.org/lists/by-origin/swahili/
958,Abdi,african-american,https://www.names.org/lists/by-origin/african/
959,Ojukwu,igbo,https://www.names.org/lists/by-origin/igbo/
960,Heri,swahili ,https://www.names.org/lists/by-origin/swahili/
961,Sarumi,yoruba,https://www.names.org/lists/by-origin/yoruba/
962,Rhyno,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
963,Manyama,swahili ,https://www.names.org/lists/by-origin/swahili/
964,Owolabi,yoruba,https://www.names.org/lists/by-origin/yoruba/
965,Strydom,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
966,Amaya,english,https://www.names.org/lists/by-origin/english/
967,Aja,african,https://www.names.org/lists/by-origin/african/
968,Ade,yoruba,https://www.names.org/lists/by-origin/yoruba/
969,Queen,african-american,https://www.names.org/lists/by-origin/african/
970,Lencer,swahili ,https://www.names.org/lists/by-origin/swahili/
971,Haidy,arabic,https://www.names.org/lists/by-origin/arabic/
972,Sura,arabic,https://www.names.org/lists/by-origin/arabic/
973,Gracious,swahili ,https://www.names.org/lists/by-origin/swahili/
974,Bonheur,swahili ,https://www.names.org/lists/by-origin/swahili/
975,Wood,english,https://www.names.org/lists/by-origin/english/
976,Kuenzi,swahili ,https://www.names.org/lists/by-origin/swahili/
977,Toe,yoruba,https://www.names.org/lists/by-origin/yoruba/
978,Cronje,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
979,Kassaye,amharic,https://www.names.org/lists/by-origin/amharic/
980,Dian,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
981,Katende,swahili ,https://www.names.org/lists/by-origin/swahili/
982,Bose,african-american,https://www.names.org/lists/by-origin/african/
983,Niyah,african,https://www.names.org/lists/by-origin/african/
984,Done,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
985,Amron,amharic,https://www.names.org/lists/by-origin/amharic/
986,Guled,arabic,https://www.names.org/lists/by-origin/arabic/
987,Ofori,african,https://www.names.org/lists/by-origin/african/
988,Elias,amharic,https://www.names.org/lists/by-origin/amharic/
989,Kani,arabic,https://www.names.org/lists/by-origin/arabic/
990,Brighton,swahili ,https://www.names.org/lists/by-origin/swahili/
991,Nigatu,amharic,https://www.names.org/lists/by-origin/amharic/
992,Davido,igbo,https://www.names.org/lists/by-origin/igbo/
993,Saeed,arabic,https://www.names.org/lists/by-origin/arabic/
994,Bayoh,yoruba,https://www.names.org/lists/by-origin/yoruba/
995,Grant,english,https://www.names.org/lists/by-origin/english/
996,Besong,african,https://www.names.org/lists/by-origin/african/
997,Omary,swahili ,https://www.names.org/lists/by-origin/swahili/
998,Wessels,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
999,Bravin,swahili ,https://www.names.org/lists/by-origin/swahili/
1000,Kieran,english,https://www.names.org/lists/by-origin/english/
1001,Bekele,amharic,https://www.names.org/lists/by-origin/amharic/
1002,Zema,amharic,https://www.names.org/lists/by-origin/amharic/
1003,Ivie,african-american,https://www.names.org/lists/by-origin/african/
1004,Kay,english,https://www.names.org/lists/by-origin/english/
1005,Assefa,amharic,https://www.names.org/lists/by-origin/amharic/
1006,Barack,african,https://www.names.org/lists/by-origin/african/
1007,Gregory,english,https://www.names.org/lists/by-origin/english/
1008,Paige,english,https://www.names.org/lists/by-origin/english/
1009,Barnes,english,https://www.names.org/lists/by-origin/english/
1010,Zuke,arabic,https://www.names.org/lists/by-origin/arabic/
1011,Hamza,arabic,https://www.names.org/lists/by-origin/arabic/
1012,Saba,arabic,https://www.names.org/lists/by-origin/arabic/
1013,Kassahun,amharic,https://www.names.org/lists/by-origin/amharic/
1014,Raven,african,https://www.names.org/lists/by-origin/african/
1015,Everette,african-american,https://www.names.org/lists/by-origin/african/
1016,Manaia,english,https://www.names.org/lists/by-origin/english/
1017,Nwankwo,igbo,https://www.names.org/lists/by-origin/igbo/
1018,Kearse,african-american,https://www.names.org/lists/by-origin/african/
1019,Arinze,african,https://www.names.org/lists/by-origin/african/
1020,Letwin,xhosa,https://www.names.org/lists/by-origin/xhosa/
1021,Eden,amharic,https://www.names.org/lists/by-origin/amharic/
1022,Thierry,swahili ,https://www.names.org/lists/by-origin/swahili/
1023,Maddison,english,https://www.names.org/lists/by-origin/english/
1024,Smail,arabic,https://www.names.org/lists/by-origin/arabic/
1025,Moline,african-american,https://www.names.org/lists/by-origin/african/
1026,Alade,yoruba,https://www.names.org/lists/by-origin/yoruba/
1027,Mwangi,swahili ,https://www.names.org/lists/by-origin/swahili/
1028,Kobie,swahili ,https://www.names.org/lists/by-origin/swahili/
1029,Aluko,yoruba,https://www.names.org/lists/by-origin/yoruba/
1030,Lynn,english,https://www.names.org/lists/by-origin/english/
1031,Amaker,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1032,Sain,arabic,https://www.names.org/lists/by-origin/arabic/
1033,Busi,xhosa,https://www.names.org/lists/by-origin/xhosa/
1034,Tacha,yoruba,https://www.names.org/lists/by-origin/yoruba/
1035,Samora,swahili ,https://www.names.org/lists/by-origin/swahili/
1036,Dada,yoruba,https://www.names.org/lists/by-origin/yoruba/
1037,Mervis,swahili ,https://www.names.org/lists/by-origin/swahili/
1038,Tando,xhosa,https://www.names.org/lists/by-origin/xhosa/
1039,Salem,arabic,https://www.names.org/lists/by-origin/arabic/
1040,Olaniyan,yoruba,https://www.names.org/lists/by-origin/yoruba/
1041,Nasir,arabic,https://www.names.org/lists/by-origin/arabic/
1042,Amoy,english,https://www.names.org/lists/by-origin/english/
1043,Badmus,yoruba,https://www.names.org/lists/by-origin/yoruba/
1044,Hall,english,https://www.names.org/lists/by-origin/english/
1045,Gbadamosi,yoruba,https://www.names.org/lists/by-origin/yoruba/
1046,Conteh,african,https://www.names.org/lists/by-origin/african/
1047,Shemar,english,https://www.names.org/lists/by-origin/english/
1048,Danile,xhosa,https://www.names.org/lists/by-origin/xhosa/
1049,Karanja,swahili ,https://www.names.org/lists/by-origin/swahili/
1050,Mansour,arabic,https://www.names.org/lists/by-origin/arabic/
1051,Bhele,xhosa,https://www.names.org/lists/by-origin/xhosa/
1052,Tabby,arabic,https://www.names.org/lists/by-origin/arabic/
1053,Enzi,swahili ,https://www.names.org/lists/by-origin/swahili/
1054,Baldivia,arabic,https://www.names.org/lists/by-origin/arabic/
1055,Andrieux,xhosa,https://www.names.org/lists/by-origin/xhosa/
1056,Millen,african-american,https://www.names.org/lists/by-origin/african/
1057,Quinter,swahili ,https://www.names.org/lists/by-origin/swahili/
1058,Sackor,african,https://www.names.org/lists/by-origin/african/
1059,Adeoye,yoruba,https://www.names.org/lists/by-origin/yoruba/
1060,Nwosu,igbo,https://www.names.org/lists/by-origin/igbo/
1061,Kunle,yoruba,https://www.names.org/lists/by-origin/yoruba/
1062,Howard,english,https://www.names.org/lists/by-origin/english/
1063,Tolo,xhosa,https://www.names.org/lists/by-origin/xhosa/
1064,Askari,swahili ,https://www.names.org/lists/by-origin/swahili/
1065,Koos,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1066,Hyder,arabic,https://www.names.org/lists/by-origin/arabic/
1067,Boateng,african-american,https://www.names.org/lists/by-origin/african/
1068,Meray,arabic,https://www.names.org/lists/by-origin/arabic/
1069,Bangura,african,https://www.names.org/lists/by-origin/african/
1070,Kebede,amharic,https://www.names.org/lists/by-origin/amharic/
1071,Asfaw,amharic,https://www.names.org/lists/by-origin/amharic/
1072,Devin,english,https://www.names.org/lists/by-origin/english/
1073,Sosna,amharic,https://www.names.org/lists/by-origin/amharic/
1074,Goosen,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1075,Bayo,yoruba,https://www.names.org/lists/by-origin/yoruba/
1076,Adey,amharic,https://www.names.org/lists/by-origin/amharic/
1077,Lourens,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1078,Shaheen,arabic,https://www.names.org/lists/by-origin/arabic/
1079,Oge,igbo,https://www.names.org/lists/by-origin/igbo/
1080,Hajer,arabic,https://www.names.org/lists/by-origin/arabic/
1081,Lema,arabic,https://www.names.org/lists/by-origin/arabic/
1082,Badenhorst,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1083,Mohammad,arabic,https://www.names.org/lists/by-origin/arabic/
1084,Babalola,yoruba,https://www.names.org/lists/by-origin/yoruba/
1085,Malique,english,https://www.names.org/lists/by-origin/english/
1086,Filimon,amharic,https://www.names.org/lists/by-origin/amharic/
1087,Tarawally,african,https://www.names.org/lists/by-origin/african/
1088,Rand,arabic,https://www.names.org/lists/by-origin/arabic/
1089,Shannon,english,https://www.names.org/lists/by-origin/english/
1090,Benyas,african,https://www.names.org/lists/by-origin/african/
1091,Sisay,amharic,https://www.names.org/lists/by-origin/amharic/
1092,Enas,arabic,https://www.names.org/lists/by-origin/arabic/
1093,Zaman,arabic,https://www.names.org/lists/by-origin/arabic/
1094,Tobel,amharic,https://www.names.org/lists/by-origin/amharic/
1095,Nega,amharic,https://www.names.org/lists/by-origin/amharic/
1096,Donzo,yoruba,https://www.names.org/lists/by-origin/yoruba/
1097,Quinn,english,https://www.names.org/lists/by-origin/english/
1098,Dairo,yoruba,https://www.names.org/lists/by-origin/yoruba/
1099,Nwokeji,igbo,https://www.names.org/lists/by-origin/igbo/
1100,Seven,english,https://www.names.org/lists/by-origin/english/
1101,Leesha,arabic,https://www.names.org/lists/by-origin/arabic/
1102,Bosco,swahili ,https://www.names.org/lists/by-origin/swahili/
1103,Gibran,arabic,https://www.names.org/lists/by-origin/arabic/
1104,Fabregas,igbo,https://www.names.org/lists/by-origin/igbo/
1105,Hasan,arabic,https://www.names.org/lists/by-origin/arabic/
1106,Dominion,yoruba,https://www.names.org/lists/by-origin/yoruba/
1107,Zamaria,swahili ,https://www.names.org/lists/by-origin/swahili/
1108,Shallon,swahili ,https://www.names.org/lists/by-origin/swahili/
1109,Mengesha,amharic,https://www.names.org/lists/by-origin/amharic/
1110,Hayden,english,https://www.names.org/lists/by-origin/english/
1111,Ramlo,arabic,https://www.names.org/lists/by-origin/arabic/
1112,Rickus,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1113,Koepka,english,https://www.names.org/lists/by-origin/english/
1114,Drammeh,african,https://www.names.org/lists/by-origin/african/
1115,Wurie,african,https://www.names.org/lists/by-origin/african/
1116,Yohana,amharic,https://www.names.org/lists/by-origin/amharic/
1117,Balen,arabic,https://www.names.org/lists/by-origin/arabic/
1118,Hodo,arabic,https://www.names.org/lists/by-origin/arabic/
1119,Agwu,igbo,https://www.names.org/lists/by-origin/igbo/
1120,Mine,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1121,Femi,yoruba,https://www.names.org/lists/by-origin/yoruba/
1122,Ndubisi,igbo,https://www.names.org/lists/by-origin/igbo/
1123,Farris,arabic,https://www.names.org/lists/by-origin/arabic/
1124,Brown,african-american,https://www.names.org/lists/by-origin/african/
1125,Inama,swahili ,https://www.names.org/lists/by-origin/swahili/
1126,Omara,arabic,https://www.names.org/lists/by-origin/arabic/
1127,Kangethe,swahili ,https://www.names.org/lists/by-origin/swahili/
1128,Ezechukwu,igbo,https://www.names.org/lists/by-origin/igbo/
1129,Sila,arabic,https://www.names.org/lists/by-origin/arabic/
1130,Alexa,english,https://www.names.org/lists/by-origin/english/
1131,Muma,xhosa,https://www.names.org/lists/by-origin/xhosa/
1132,Grena,xhosa,https://www.names.org/lists/by-origin/xhosa/
1133,Amoo,igbo,https://www.names.org/lists/by-origin/igbo/
1134,Luttig,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1135,Dak,african,https://www.names.org/lists/by-origin/african/
1136,Jabari,swahili ,https://www.names.org/lists/by-origin/swahili/
1137,Jackson,english,https://www.names.org/lists/by-origin/english/
1138,Blue,english,https://www.names.org/lists/by-origin/english/
1139,Tsegaye,amharic,https://www.names.org/lists/by-origin/amharic/
1140,Anick,swahili ,https://www.names.org/lists/by-origin/swahili/
1141,Yohannes,amharic,https://www.names.org/lists/by-origin/amharic/
1142,Miraldi,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1143,Legesse,amharic,https://www.names.org/lists/by-origin/amharic/
1144,Tango,xhosa,https://www.names.org/lists/by-origin/xhosa/
1145,Alier,amharic,https://www.names.org/lists/by-origin/amharic/
1146,Thomas,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1147,Zaya,arabic,https://www.names.org/lists/by-origin/arabic/
1148,Lima,arabic,https://www.names.org/lists/by-origin/arabic/
1149,Polite,african-american,https://www.names.org/lists/by-origin/african/
1150,Sharif,arabic,https://www.names.org/lists/by-origin/arabic/
1151,Omotosho,yoruba,https://www.names.org/lists/by-origin/yoruba/
1152,West,english,https://www.names.org/lists/by-origin/english/
1153,Mulugeta,amharic,https://www.names.org/lists/by-origin/amharic/
1154,Selwa,amharic,https://www.names.org/lists/by-origin/amharic/
1155,Nyakundi,swahili ,https://www.names.org/lists/by-origin/swahili/
1156,Warda,yoruba,https://www.names.org/lists/by-origin/yoruba/
1157,Magano,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1158,Hothan,arabic,https://www.names.org/lists/by-origin/arabic/
1159,Hailemariam,amharic,https://www.names.org/lists/by-origin/amharic/
1160,Amran,amharic,https://www.names.org/lists/by-origin/amharic/
1161,Masinga,xhosa,https://www.names.org/lists/by-origin/xhosa/
1162,Balogun,yoruba,https://www.names.org/lists/by-origin/yoruba/
1163,Agboola,yoruba,https://www.names.org/lists/by-origin/yoruba/
1164,Shang,arabic,https://www.names.org/lists/by-origin/arabic/
1165,Brooke,english,https://www.names.org/lists/by-origin/english/
1166,Fluckiger,arabic,https://www.names.org/lists/by-origin/arabic/
1167,Youssef,arabic,https://www.names.org/lists/by-origin/arabic/
1168,Nasser,arabic,https://www.names.org/lists/by-origin/arabic/
1169,Carel,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1170,Ammon,african-american,https://www.names.org/lists/by-origin/african/
1171,Denyse,swahili ,https://www.names.org/lists/by-origin/swahili/
1172,Dries,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1173,Momoh,african,https://www.names.org/lists/by-origin/african/
1174,Odom,african-american,https://www.names.org/lists/by-origin/african/
1175,Mandela,amharic,https://www.names.org/lists/by-origin/amharic/
1176,Hayley,english,https://www.names.org/lists/by-origin/english/
1177,Edwards,english,https://www.names.org/lists/by-origin/english/
1178,Oke,yoruba,https://www.names.org/lists/by-origin/yoruba/
1179,Chuma,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1180,Isack,swahili ,https://www.names.org/lists/by-origin/swahili/
1181,Muha,arabic,https://www.names.org/lists/by-origin/arabic/
1182,Ugorji,igbo,https://www.names.org/lists/by-origin/igbo/
1183,Uzoma,igbo,https://www.names.org/lists/by-origin/igbo/
1184,Liyana,african,https://www.names.org/lists/by-origin/african/
1185,Khairi,swahili ,https://www.names.org/lists/by-origin/swahili/
1186,Malik,arabic,https://www.names.org/lists/by-origin/arabic/
1187,Rochelle,english,https://www.names.org/lists/by-origin/english/
1188,Adekoya,yoruba,https://www.names.org/lists/by-origin/yoruba/
1189,Seifu,amharic,https://www.names.org/lists/by-origin/amharic/
1190,Dean,english,https://www.names.org/lists/by-origin/english/
1191,Nauman,arabic,https://www.names.org/lists/by-origin/arabic/
1192,Lebron,african-american,https://www.names.org/lists/by-origin/african/
1193,Blane,amharic,https://www.names.org/lists/by-origin/amharic/
1194,Roets,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1195,Siddiqui,arabic,https://www.names.org/lists/by-origin/arabic/
1196,Rawan,arabic,https://www.names.org/lists/by-origin/arabic/
1197,Piper,english,https://www.names.org/lists/by-origin/english/
1198,Hazard,arabic,https://www.names.org/lists/by-origin/arabic/
1199,Sarata,african,https://www.names.org/lists/by-origin/african/
1200,Zandi,xhosa,https://www.names.org/lists/by-origin/xhosa/
1201,Prusha,arabic,https://www.names.org/lists/by-origin/arabic/
1202,Anel,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1203,Salum,swahili ,https://www.names.org/lists/by-origin/swahili/
1204,Haddy,african,https://www.names.org/lists/by-origin/african/
1205,Nwaneri,igbo,https://www.names.org/lists/by-origin/igbo/
1206,Melaku,amharic,https://www.names.org/lists/by-origin/amharic/
1207,Gabriel,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1208,Okezie,igbo,https://www.names.org/lists/by-origin/igbo/
1209,Puga,swahili ,https://www.names.org/lists/by-origin/swahili/
1210,Georgio,arabic,https://www.names.org/lists/by-origin/arabic/
1211,Mirabel,yoruba,https://www.names.org/lists/by-origin/yoruba/
1212,Chukwurah,igbo,https://www.names.org/lists/by-origin/igbo/
1213,Kais,arabic,https://www.names.org/lists/by-origin/arabic/
1214,Edrich,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1215,Sahai,swahili ,https://www.names.org/lists/by-origin/swahili/
1216,Kromah,african,https://www.names.org/lists/by-origin/african/
1217,Kaya,african,https://www.names.org/lists/by-origin/african/
1218,Haykel,amharic,https://www.names.org/lists/by-origin/amharic/
1219,Awe,yoruba,https://www.names.org/lists/by-origin/yoruba/
1220,Roa,arabic,https://www.names.org/lists/by-origin/arabic/
1221,Gibson,english,https://www.names.org/lists/by-origin/english/
1222,Ogu,igbo,https://www.names.org/lists/by-origin/igbo/
1223,Ream,arabic,https://www.names.org/lists/by-origin/arabic/
1224,Marana,arabic,https://www.names.org/lists/by-origin/arabic/
1225,Masten,swahili ,https://www.names.org/lists/by-origin/swahili/
1226,Kalaj,arabic,https://www.names.org/lists/by-origin/arabic/
1227,Hill,english,https://www.names.org/lists/by-origin/english/
1228,Mozingo,african-american,https://www.names.org/lists/by-origin/african/
1229,Kemi,african,https://www.names.org/lists/by-origin/african/
1230,Ekeh,igbo,https://www.names.org/lists/by-origin/igbo/
1231,Hala,amharic,https://www.names.org/lists/by-origin/amharic/
1232,Naude,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1233,Habtu,amharic,https://www.names.org/lists/by-origin/amharic/
1234,Miral,arabic,https://www.names.org/lists/by-origin/arabic/
1235,Okoronkwo,igbo,https://www.names.org/lists/by-origin/igbo/
1236,Zahra,arabic,https://www.names.org/lists/by-origin/arabic/
1237,Obara,yoruba,https://www.names.org/lists/by-origin/yoruba/
1238,Timi,yoruba,https://www.names.org/lists/by-origin/yoruba/
1239,Morata,igbo,https://www.names.org/lists/by-origin/igbo/
1240,Pedre,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1241,Baraka,swahili ,https://www.names.org/lists/by-origin/swahili/
1242,Bockarie,african,https://www.names.org/lists/by-origin/african/
1243,Bryan,english,https://www.names.org/lists/by-origin/english/
1244,Hydara,african,https://www.names.org/lists/by-origin/african/
