recnr,firstname,sex,origin,source
2070,Bustani ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2071,Uche,female,igbo,https://www.names.org/lists/by-origin/igbo/
2072,Tharcisse,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2073,Mihle,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2074,Ekemini,male,igbo,https://www.names.org/lists/by-origin/igbo/
2075,Lulu ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2076,Myisha,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2077,Danait,female,amharic,https://www.names.org/lists/by-origin/amharic/
2078,Sampa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2079,Furaha ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2080,Lameck,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2081,Alia,female,arabic,https://www.names.org/lists/by-origin/arabic/
2082,Pamela,female,english,https://www.names.org/lists/by-origin/english/
2083,Meshack,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2084,Enow,male,african,https://www.names.org/lists/by-origin/african/
2085,Warvin,male,arabic,https://www.names.org/lists/by-origin/arabic/
2086,Makeda,female,amharic,https://www.names.org/lists/by-origin/amharic/
2087,Dontavious,male,african-american,https://www.names.org/lists/by-origin/african/
2088,Nuru,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2089,Keza,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2090,Hortance,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2091,Kharie,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2092,Amadu,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2093,Askari ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2094,Avand,female,arabic,https://www.names.org/lists/by-origin/arabic/
2095,Toba,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2096,Panya,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2097,Jaseh,male,arabic,https://www.names.org/lists/by-origin/arabic/
2098,Zahara ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2099,Rovan,female,arabic,https://www.names.org/lists/by-origin/arabic/
2100,Adey,female,amharic,https://www.names.org/lists/by-origin/amharic/
2101,Chigozirim,female,igbo,https://www.names.org/lists/by-origin/igbo/
2102,Moyinoluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2103,Melos,female,amharic,https://www.names.org/lists/by-origin/amharic/
2104,Malek,male,arabic,https://www.names.org/lists/by-origin/arabic/
2105,Oshana,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2106,Jenty,female,amharic,https://www.names.org/lists/by-origin/amharic/
2107,Loice,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2108,Dwana,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2109,Chukwuebuka,male,igbo,https://www.names.org/lists/by-origin/igbo/
2110,Kimora,female,english,https://www.names.org/lists/by-origin/english/
2111,Yasmine,female,arabic,https://www.names.org/lists/by-origin/arabic/
2112,Onyango,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2113,Rickayla,female,english,https://www.names.org/lists/by-origin/english/
2114,Ramla ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2115,Kelechi,female,igbo,https://www.names.org/lists/by-origin/igbo/
2116,Chibueze,male,igbo,https://www.names.org/lists/by-origin/igbo/
2117,Yoadan,female,african,https://www.names.org/lists/by-origin/african/
2118,Bemba ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2119,Akini,male,english,https://www.names.org/lists/by-origin/english/
2120,Hekima,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2121,Faru,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2122,Benel,male,amharic,https://www.names.org/lists/by-origin/amharic/
2123,Olajumoke,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2124,Sweeta,female,arabic,https://www.names.org/lists/by-origin/arabic/
2125,Shakira,female,arabic,https://www.names.org/lists/by-origin/arabic/
2126,Tamoy,male,english,https://www.names.org/lists/by-origin/english/
2127,Chioke,male,igbo,https://www.names.org/lists/by-origin/igbo/
2128,Deola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2129,Onyebuchi,female,igbo,https://www.names.org/lists/by-origin/igbo/
2130,Samira,female,arabic,https://www.names.org/lists/by-origin/arabic/
2131,Thandie,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2132,Ayoni,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2133,Obama,male,african,https://www.names.org/lists/by-origin/african/
2134,Haset,female,amharic,https://www.names.org/lists/by-origin/amharic/
2135,Shavonte,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2136,Chidozie,male,igbo,https://www.names.org/lists/by-origin/igbo/
2137,Lome,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2138,Gelila,female,amharic,https://www.names.org/lists/by-origin/amharic/
2139,Doto,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2140,Eric,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2141,Napo,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2142,Molly,female,english,https://www.names.org/lists/by-origin/english/
2143,Asmin,male,arabic,https://www.names.org/lists/by-origin/arabic/
2144,Armah,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2145,Barkon,male,amharic,https://www.names.org/lists/by-origin/amharic/
2146,Owen,male,english,https://www.names.org/lists/by-origin/english/
2147,Dawie,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2148,Yetunde,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2149,Nicoy,male,english,https://www.names.org/lists/by-origin/english/
2150,Betania,female,amharic,https://www.names.org/lists/by-origin/amharic/
2151,Georgia,female,english,https://www.names.org/lists/by-origin/english/
2152,Relindis,female,african,https://www.names.org/lists/by-origin/african/
2153,Arhan,male,arabic,https://www.names.org/lists/by-origin/arabic/
2154,Kesi ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2155,Lebo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2156,Nawi,male,african,https://www.names.org/lists/by-origin/african/
2157,Doto ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2158,Malkia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2159,Chiamanda,female,igbo,https://www.names.org/lists/by-origin/igbo/
2160,Latita,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2161,Chimeremeze,male,igbo,https://www.names.org/lists/by-origin/igbo/
2162,Tiana,female,english,https://www.names.org/lists/by-origin/english/
2163,Songe,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2164,Kedus,male,amharic,https://www.names.org/lists/by-origin/amharic/
2165,Marang,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2166,Naetochukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
2167,Abdirahman,male,african,https://www.names.org/lists/by-origin/african/
2168,Nia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2169,Latifah ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2170,Myburgh,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2171,Tamilore,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2172,Zainab,female,arabic,https://www.names.org/lists/by-origin/arabic/
2173,Kenroy,male,english,https://www.names.org/lists/by-origin/english/
2174,Vitoria ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2175,Eli,male,english,https://www.names.org/lists/by-origin/english/
2176,Andrew,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2177,Tenisha,female,african,https://www.names.org/lists/by-origin/african/
2178,Shakisha,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2179,Baruti,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2180,Moshood,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2181,Xola,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2182,Nuel,male,african,https://www.names.org/lists/by-origin/african/
2183,Blen,female,amharic,https://www.names.org/lists/by-origin/amharic/
2184,Mardiya,female,igbo,https://www.names.org/lists/by-origin/igbo/
2185,Mohammad,male,arabic,https://www.names.org/lists/by-origin/arabic/
2186,Kambili,male,igbo,https://www.names.org/lists/by-origin/igbo/
2187,Keilla,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2188,Omiyo,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2189,Leena,female,arabic,https://www.names.org/lists/by-origin/arabic/
2190,Ajak,male,amharic,https://www.names.org/lists/by-origin/amharic/
2191,Ayvie,female,arabic,https://www.names.org/lists/by-origin/arabic/
2192,Sarel,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2193,Deone,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2194,Sixtus,male,igbo,https://www.names.org/lists/by-origin/igbo/
2195,Chimaobi,male,igbo,https://www.names.org/lists/by-origin/igbo/
2196,Fumo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2197,Yemi,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2198,Babu,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2199,Maryamawit,female,amharic,https://www.names.org/lists/by-origin/amharic/
2200,Wickus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2201,Ermias,male,african,https://www.names.org/lists/by-origin/african/
3163,Zahir,male,arabic,https://www.names.org/lists/by-origin/arabic/
2202,Sekhani,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2203,Nahili,female,amharic,https://www.names.org/lists/by-origin/amharic/
2204,Ayomi,male,african,https://www.names.org/lists/by-origin/african/
2205,Mijelo,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2206,Jalen,male,african-american,https://www.names.org/lists/by-origin/african/
2207,Fana,female,amharic,https://www.names.org/lists/by-origin/amharic/
2208,Aremu,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2209,Barbara,female,english,https://www.names.org/lists/by-origin/english/
2210,Clatous,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2211,Marlise,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2212,Adiam,female,amharic,https://www.names.org/lists/by-origin/amharic/
2213,Jahseh,male,english,https://www.names.org/lists/by-origin/english/
2214,Caladin,male,arabic,https://www.names.org/lists/by-origin/arabic/
2215,Kingsley,male,african-american,https://www.names.org/lists/by-origin/african/
2216,Bitanya,female,amharic,https://www.names.org/lists/by-origin/amharic/
2217,Ademola,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2218,Damani,male,african-american,https://www.names.org/lists/by-origin/african/
2219,Birtukan,female,amharic,https://www.names.org/lists/by-origin/amharic/
2220,Millisa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2221,Chrispine,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2222,Mandela,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2223,Dingiswayo,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2224,Obinna,male,igbo,https://www.names.org/lists/by-origin/igbo/
2225,Chimere,female,igbo,https://www.names.org/lists/by-origin/igbo/
2226,Aisosa,male,igbo,https://www.names.org/lists/by-origin/igbo/
2227,Jermaine,male,african-american,https://www.names.org/lists/by-origin/african/
2228,Ammon,male,african-american,https://www.names.org/lists/by-origin/african/
2229,Elroe,male,amharic,https://www.names.org/lists/by-origin/amharic/
2230,Garang,male,amharic,https://www.names.org/lists/by-origin/amharic/
2231,Barok,male,african,https://www.names.org/lists/by-origin/african/
2232,Jawanza,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2233,Tona,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2234,Avery,male,english,https://www.names.org/lists/by-origin/english/
2235,Rashida ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2236,Gay,female,african,https://www.names.org/lists/by-origin/african/
2237,Bahiyyih,female,arabic,https://www.names.org/lists/by-origin/arabic/
2238,Eyoab,male,african,https://www.names.org/lists/by-origin/african/
2239,Samora,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2240,Dries,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2241,Ashanti,female,african,https://www.names.org/lists/by-origin/african/
2242,Evie,female,english,https://www.names.org/lists/by-origin/english/
2243,Lati,female,arabic,https://www.names.org/lists/by-origin/arabic/
2244,Akili,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2245,Ceesay,female,african,https://www.names.org/lists/by-origin/african/
2246,Kia,female,african,https://www.names.org/lists/by-origin/african/
2247,Feza,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2248,Hazina ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2249,Petina,female,arabic,https://www.names.org/lists/by-origin/arabic/
2250,Chris,male,english,https://www.names.org/lists/by-origin/english/
2251,Ayra,female,arabic,https://www.names.org/lists/by-origin/arabic/
2252,Oluwatobiloba,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2253,Natanem,female,amharic,https://www.names.org/lists/by-origin/amharic/
2254,Lee,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2255,Timothy,male,english,https://www.names.org/lists/by-origin/english/
2256,Basliel,male,african,https://www.names.org/lists/by-origin/african/
2257,Khaza,male,arabic,https://www.names.org/lists/by-origin/arabic/
2258,Saada ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2259,Louw,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2260,Zeril,male,arabic,https://www.names.org/lists/by-origin/arabic/
2261,Aneth,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2262,Abdisalan,male,arabic,https://www.names.org/lists/by-origin/arabic/
2263,Nick,male,english,https://www.names.org/lists/by-origin/english/
2264,Eupe ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2265,Zendaya,female,african,https://www.names.org/lists/by-origin/african/
2266,Kathryn,female,english,https://www.names.org/lists/by-origin/english/
2267,Azuri,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2268,Sanusi,male,igbo,https://www.names.org/lists/by-origin/igbo/
2269,Kaylon,male,english,https://www.names.org/lists/by-origin/english/
2270,Lewis,male,english,https://www.names.org/lists/by-origin/english/
2271,Shakeem,male,english,https://www.names.org/lists/by-origin/english/
2272,Asive,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2273,Ire,female,african,https://www.names.org/lists/by-origin/african/
2274,Loide,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2275,Adama,female,igbo,https://www.names.org/lists/by-origin/igbo/
2276,Toniann,female,english,https://www.names.org/lists/by-origin/english/
2277,Chimezie,female,igbo,https://www.names.org/lists/by-origin/igbo/
2278,Fiker,male,amharic,https://www.names.org/lists/by-origin/amharic/
2279,Wurie,male,african,https://www.names.org/lists/by-origin/african/
2280,Yabsira,female,amharic,https://www.names.org/lists/by-origin/amharic/
2281,Henok,male,amharic,https://www.names.org/lists/by-origin/amharic/
2282,Tejan,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2283,Hajara,female,arabic,https://www.names.org/lists/by-origin/arabic/
2284,Sara,female,arabic,https://www.names.org/lists/by-origin/arabic/
2285,Henru,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2286,Shane,male,english,https://www.names.org/lists/by-origin/english/
2287,Abdiwahab,male,arabic,https://www.names.org/lists/by-origin/arabic/
2288,Jaden,female,english,https://www.names.org/lists/by-origin/english/
2289,Natan,male,amharic,https://www.names.org/lists/by-origin/amharic/
2290,Momodu,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2291,Adu,male,african,https://www.names.org/lists/by-origin/african/
2292,Azahel,male,amharic,https://www.names.org/lists/by-origin/amharic/
2293,Udochukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
2294,Chiamaka,female,igbo,https://www.names.org/lists/by-origin/igbo/
2295,Eino,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2296,Jeffrey,male,english,https://www.names.org/lists/by-origin/english/
2297,Pepo ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2298,Savion,male,african-american,https://www.names.org/lists/by-origin/african/
2299,Nolita,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2300,Bontle,female,african,https://www.names.org/lists/by-origin/african/
2301,Lansana,male,african,https://www.names.org/lists/by-origin/african/
2302,Tamu,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2303,Pharaoh,male,african,https://www.names.org/lists/by-origin/african/
2304,Winnie,female,african,https://www.names.org/lists/by-origin/african/
2305,Christian,male,english,https://www.names.org/lists/by-origin/english/
2306,Juane,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2307,Maritz,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2308,Wema,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2309,Cindylee,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2310,Oluchi,female,igbo,https://www.names.org/lists/by-origin/igbo/
2311,Rutuba,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2312,Yosr,female,african,https://www.names.org/lists/by-origin/african/
2313,Fenet,female,amharic,https://www.names.org/lists/by-origin/amharic/
2314,Neymar,male,english,https://www.names.org/lists/by-origin/english/
2315,Chisom,female,igbo,https://www.names.org/lists/by-origin/igbo/
2316,Adam,male,english,https://www.names.org/lists/by-origin/english/
2317,Anro,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2318,Haidara,male,african,https://www.names.org/lists/by-origin/african/
2319,Tarawally,female,african,https://www.names.org/lists/by-origin/african/
2320,Farrah,female,arabic,https://www.names.org/lists/by-origin/arabic/
2321,Khamani,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2322,Mahim,male,arabic,https://www.names.org/lists/by-origin/arabic/
2323,Denzel,male,african-american,https://www.names.org/lists/by-origin/african/
2324,Emmanuel,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2325,Ghafi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2326,Chane,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2327,Onyema,female,igbo,https://www.names.org/lists/by-origin/igbo/
2328,Christopher,male,english,https://www.names.org/lists/by-origin/english/
2329,Thembi,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2330,Lovelyn,female,igbo,https://www.names.org/lists/by-origin/igbo/
2331,Lienke,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2332,Lihle,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2333,Amira,female,arabic,https://www.names.org/lists/by-origin/arabic/
2334,Kiya,female,african,https://www.names.org/lists/by-origin/african/
2335,Retief,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2336,Tsega,male,amharic,https://www.names.org/lists/by-origin/amharic/
2337,Nnamdi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2338,Chizitere,female,igbo,https://www.names.org/lists/by-origin/igbo/
2339,Aisha,female,arabic,https://www.names.org/lists/by-origin/arabic/
2340,Sampa,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2341,Thandi,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2342,Chumani,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2343,Kercy,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2344,Will,male,english,https://www.names.org/lists/by-origin/english/
2345,Kebron,female,african,https://www.names.org/lists/by-origin/african/
2346,Tacha,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2347,Sintayehu,female,amharic,https://www.names.org/lists/by-origin/amharic/
2348,Milane,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2349,Elre,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2350,Gislain,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2351,Tafari,male,amharic,https://www.names.org/lists/by-origin/amharic/
2352,Armaan,male,arabic,https://www.names.org/lists/by-origin/arabic/
2353,Makbel,male,african,https://www.names.org/lists/by-origin/african/
2354,Jamie,female,english,https://www.names.org/lists/by-origin/english/
2355,Sanneh,female,african,https://www.names.org/lists/by-origin/african/
2356,Daleen,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2357,Drocella,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2358,Sifen,male,amharic,https://www.names.org/lists/by-origin/amharic/
2359,Hirut,female,amharic,https://www.names.org/lists/by-origin/amharic/
2360,Muigai,male,arabic,https://www.names.org/lists/by-origin/arabic/
2361,Sarah,female,english,https://www.names.org/lists/by-origin/english/
2362,Nwachukwu,female,igbo,https://www.names.org/lists/by-origin/igbo/
2363,Emik,female,arabic,https://www.names.org/lists/by-origin/arabic/
2364,Acie,male,african-american,https://www.names.org/lists/by-origin/african/
2365,Leah ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2366,Chika,male,igbo,https://www.names.org/lists/by-origin/igbo/
2367,Kondwani,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2368,Fahari ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2369,Ophira ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2370,Nneka,female,igbo,https://www.names.org/lists/by-origin/igbo/
2371,Launi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2372,Rafsan,male,arabic,https://www.names.org/lists/by-origin/arabic/
2373,Kayode,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2374,Meron,female,african,https://www.names.org/lists/by-origin/african/
2375,Zarnish,female,arabic,https://www.names.org/lists/by-origin/arabic/
2376,Titilayo,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2377,Lakeisha ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2378,Maramawit,female,amharic,https://www.names.org/lists/by-origin/amharic/
2379,Aisha ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2380,Priscillia,female,igbo,https://www.names.org/lists/by-origin/igbo/
2381,Mia,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2382,Zawadi ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2383,Evance,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2384,Royhan,male,igbo,https://www.names.org/lists/by-origin/igbo/
2385,Dafiri,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2386,Romanus,male,igbo,https://www.names.org/lists/by-origin/igbo/
2387,Dakhari,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2388,Yazan,male,arabic,https://www.names.org/lists/by-origin/arabic/
2389,Frances,female,english,https://www.names.org/lists/by-origin/english/
2390,Asrat,female,amharic,https://www.names.org/lists/by-origin/amharic/
2391,Ciella,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2392,Yasmin,female,arabic,https://www.names.org/lists/by-origin/arabic/
2393,Nancy,female,english,https://www.names.org/lists/by-origin/english/
2394,Chinomso,female,igbo,https://www.names.org/lists/by-origin/igbo/
2395,Ahmad,male,arabic,https://www.names.org/lists/by-origin/arabic/
2396,Lineo,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2397,Jaha,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2398,Ieshia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2399,Venance,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2400,Kamari ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2401,Khanya,male,african,https://www.names.org/lists/by-origin/african/
2402,Elize,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2403,Zitel,male,igbo,https://www.names.org/lists/by-origin/igbo/
2404,Pendo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2405,Vanessa,female,english,https://www.names.org/lists/by-origin/english/
2406,Segun,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2407,Munachimso,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2408,Machi ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2409,Joto,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2410,Lizelle,female,african,https://www.names.org/lists/by-origin/african/
2411,Bisrat,female,amharic,https://www.names.org/lists/by-origin/amharic/
2412,Wian,male,african,https://www.names.org/lists/by-origin/african/
2413,Isioma,male,igbo,https://www.names.org/lists/by-origin/igbo/
2414,Busisiwe,female,african,https://www.names.org/lists/by-origin/african/
2415,Oluwatobiloba,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2416,Shanikwa,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2417,Deone,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2418,Simba ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2419,Dwane,male,african-american,https://www.names.org/lists/by-origin/african/
2420,Mihret,male,amharic,https://www.names.org/lists/by-origin/amharic/
2421,Rewina,female,amharic,https://www.names.org/lists/by-origin/amharic/
2422,Eliyana,female,amharic,https://www.names.org/lists/by-origin/amharic/
2423,Etia,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2424,Daphine,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2425,Jaap,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2426,Tabibu,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2427,Mambo,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2428,Afua ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2429,Zainabu ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2430,Araoluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2431,Samir,male,arabic,https://www.names.org/lists/by-origin/arabic/
2432,Yeng,male,english,https://www.names.org/lists/by-origin/english/
2433,Edidia,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2434,Keli,female,african,https://www.names.org/lists/by-origin/african/
2435,Chungu,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2436,Max,male,english,https://www.names.org/lists/by-origin/english/
2437,Elrie,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2438,Poppy,female,english,https://www.names.org/lists/by-origin/english/
2439,Gabriel,male,english,https://www.names.org/lists/by-origin/english/
2440,Kidus,male,african,https://www.names.org/lists/by-origin/african/
2441,Yoadan,male,african,https://www.names.org/lists/by-origin/african/
2442,Noma,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2443,Estifanos,male,amharic,https://www.names.org/lists/by-origin/amharic/
2444,Oumie,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2445,Jessica,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2446,Nigel,male,english,https://www.names.org/lists/by-origin/english/
2447,Eshe ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2448,Hamadi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2449,Boimah,female,african,https://www.names.org/lists/by-origin/african/
2450,Deborah,female,english,https://www.names.org/lists/by-origin/english/
